FID_,X_UTM,Y_UTM,StudySite,ESUnumber,f_datetime,Time,CropType,Scientific,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,LAI_g_B,fCover,LicorLAI,Pocket_LAI,AccuPAR,443_1,490_1,560_1,665_1,705_1,740_1,783_1,842_1,865_1,945_1,1610_1,2190_1
0.00000000000,343883.30400000000,4626515.71100000013,MR,1.00000000000,2017/06/20,1899/12/30,TRIGO,Triticum spp,0.45000000000,0.00000000000,N,SE,,PC,D,R,0.00000000000,VPG,misma parcela que ESU1. puntoA_ESU2,b,0.00000000000,1.16000000000,2.33333333300,1.66234467500,0.06940000000,0.07230000000,0.11040000000,0.16850000000,0.19920000000,0.21360000000,0.22750000000,0.24280000000,0.25510000000,0.28770000000,0.35930000000,0.23830000000
1.00000000000,343999.65350000001,4626544.22300000023,MR,2.00000000000,2017/06/20,1899/12/30,TRIGO,Triticum spp,0.45000000000,0.00000000000,N,SE,71ENE,PC,D,R,0.00000000000,VPG,puntoB_ESU1,b,0.00000000000,1.32000000000,2.11333333300,1.45500000000,0.06590000000,0.07530000000,0.10600000000,0.16670000000,0.19900000000,0.21180000000,0.22880000000,0.24000000000,0.26250000000,0.29650000000,0.34590000000,0.23200000000
2.00000000000,344173.87939999998,4626553.58600000013,MR,3.00000000000,2017/06/20,1899/12/30,YEROS,Vicia ervilia,0.20000000000,0.14000000000,N,SE,170S,OV,D,R,0.00000000000,VPG,lai mixto,b,0.00000000000,0.63900000000,0.79000000000,0.54428571400,0.06910000000,0.08020000000,0.12640000000,0.20030000000,0.24640000000,0.28210000000,0.31310000000,0.32150000000,0.34250000000,0.35240000000,0.42710000000,0.30970000000
3.00000000000,344248.93920000002,4626437.62700000033,MR,4.00000000000,2017/06/20,1899/12/30,REMOLACHA,Beta vulgaris,0.55000000000,0.50000000000,B,GU,150SE,OV,D,IP,0.00000000000,VPG,remolacha regadio,g,0.00000000000,2.87000000000,2.81000000000,3.34200000000,0.04810000000,0.02530000000,0.07220000000,0.02280000000,0.11750000000,0.50080000000,0.61580000000,0.61190000000,0.61690000000,0.47650000000,0.17600000000,0.07720000000
4.00000000000,344602.86090000003,4626439.80900000036,MR,5.00000000000,2017/06/20,1899/12/30,REMOLACHA,Beta vulgaris,0.00000000000,0.00000000000,B,GU,190S,OV,D,IP,0.00000000000,VPG,"remolacha antes de pasar el pivot de regadio. hojas lacias, no turgentes",g,0.00000000000,1.78000000000,1.63333333300,2.25758681000,0.04260000000,0.03090000000,0.07350000000,0.02770000000,0.11970000000,0.43450000000,0.52900000000,0.53600000000,0.54650000000,0.46940000000,0.17250000000,0.07870000000
5.00000000000,345777.11609999998,4626237.41000000015,MR,6.00000000000,2017/06/20,1899/12/30,CEBADA,Secale cereale,0.00000000000,0.00000000000,N,SE,50NE,OV,D,R,0.00000000000,VPG,,b,0.00000000000,1.55000000000,1.14666666700,1.18750000000,0.08250000000,0.09830000000,0.14010000000,0.22920000000,0.25370000000,0.27700000000,0.30010000000,0.32510000000,0.34030000000,0.36880000000,0.43330000000,0.28960000000
6.00000000000,345851.16700000002,4626181.92700000014,MR,7.00000000000,2017/06/20,1899/12/30,TRIGO,Triticum spp,0.40000000000,0.18000000000,N,SE,180S,OV,D,R,0.00000000000,VPG,trigo,b,0.00000000000,0.90200000000,1.34000000000,0.97750000000,0.06330000000,0.07480000000,0.11890000000,0.19950000000,0.23970000000,0.25520000000,0.27150000000,0.28640000000,0.30370000000,0.30600000000,0.39040000000,0.27820000000
7.00000000000,345561.98820000002,4626465.42599999998,MR,8.00000000000,2017/06/20,1899/12/30,CENTENO,Secale cereale,1.40000000000,0.32000000000,N,MA,315NO,OV,D,IP,0.00000000000,VPG,centeno regadio,b,0.00000000000,4.01000000000,4.12666666700,2.04750000000,0.06370000000,0.06780000000,0.09060000000,0.13670000000,0.17370000000,0.19940000000,0.23210000000,0.25410000000,0.27970000000,0.30430000000,0.25110000000,0.15980000000
8.00000000000,345419.49010000000,4626521.75200000033,MR,9.00000000000,2017/06/20,1899/12/30,ALPISTE,Phalaris canariensis,0.64000000000,0.15000000000,N,SE,170S,PC,D,R,0.00000000000,VPG,alpiste 1,b,0.00000000000,0.73900000000,2.03000000000,0.80558934800,0.07270000000,0.08810000000,0.13970000000,0.20940000000,0.23550000000,0.24580000000,0.26410000000,0.27920000000,0.29160000000,0.33080000000,0.43810000000,0.32030000000
9.00000000000,345418.72070000001,4626479.74500000011,MR,10.00000000000,2017/06/20,1899/12/30,TRITORDEUM,Tritordeum,0.00000000000,0.12000000000,N,MA,98E,PC,D,I,0.00000000000,VPG,Aun verdea. Phenological state between madure and senescent: LAI brown or mix,b,0.00000000000,2.88000000000,2.74333333300,2.75461401300,0.06620000000,0.07880000000,0.12480000000,0.18890000000,0.21800000000,0.23650000000,0.25820000000,0.26960000000,0.29770000000,0.31380000000,0.38400000000,0.26190000000
