,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1
83,POINT (358310.8479694321 4618643.668225626),2018-07-10,0.0622,0.0918,0.1389,0.2188,0.1574,0.1803,0.1995,0.2397,0.2401,0.1427,0,0,0,0,26,143,0,214,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,129,TRIGO BLANDO,90.0,10.0,N,SE,parallel to the way,CL,D,R,0,VPG,,358310.847968,4618643.66811,,,,2.732,0.32797865784,,0.0,0.0,,,,,,,,,
84,POINT (358326.53643383813 4618710.247862896),2018-07-10,0.0703,0.0999,0.1459,0.2296,0.1644,0.1887,0.2091,0.2493,0.2411,0.1438,0,0,0,0,26,143,0,214,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,130,TRIGO BLANDO,90.0,10.0,N,SE,,CL,D,R,0,VPG,,358326.536433,4618710.24775,,,,3.126,0.24744696402,,0.0,0.0,,,,,,,,,
85,POINT (357211.36500724126 4618838.092488514),2018-07-10,0.1285,0.1926,0.2853,0.4114,0.2898,0.3342,0.3631,0.4145,0.4484,0.3054,0,0,0,0,26,143,0,210,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,132,CEBADA,50.0,12.0,N,SE,Paralel to the way,CL,D,R,0,NP,,357211.365006,4618838.09237,,,,1.164,0.28605943438,,0.0,0.0,,,,,,,,,
86,POINT (358511.893410122 4618871.610880118),2018-07-10,0.0507,0.0802,0.1216,0.2057,0.1461,0.1689,0.1957,0.2433,0.2612,0.1606,0,0,0,0,26,143,0,215,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,131,AVENA,95.0,0.0,N,SE,,CL,D,I,0,VPG,hay un poco verde pero la mayoria senescente,358511.893409,4618871.61076,,,,2.61,0.46968074263,,0.0,0.0,,,,,,,,,
87,POINT (351403.3926777813 4624303.030116184),2018-07-11,0.0547,0.0846,0.1251,0.1858,0.1452,0.1623,0.1845,0.2117,0.3374,0.2499,0,0,0,0,26,142,0,63,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,151,TRIGO BLANDO,65.0,12.0,N,SE,Parallel to the way,PC,D,R,0,NP,,351403.392677,4624303.03,,,,1.468,0.35751923025,,0.0,0.0,,,,,,,,,
88,POINT (351387.6940700384 4624321.748044322),2018-07-11,0.0522,0.0829,0.1226,0.1852,0.164,0.1824,0.2081,0.2379,0.3428,0.2591,0,0,0,0,26,142,0,63,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,2124,TRIGO BLANDO,65.0,12.0,N,SE,Parallel to the way,PC,D,R,0,NP,,351387.694069,4624321.74793,,,,1.764,0.1943707797,,0.0,0.0,,,,,,,,,
89,POINT (351408.16847093345 4624326.267249973),2018-06-28,0.0644,0.1017,0.1455,0.222,0.1687,0.2012,0.2131,0.241,0.3188,0.2372,0,0,0,0,23,139,0,63,2018-07-06,-8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,124,TRIGO BLANDO,0.0,12.0,N,SE,parallel to the way,PC,D,R,0,VPG,las medias D y El está  más verde el trigo y x lo tanto más espeso,351408.16847,4624326.26713,,,,1.404,0.55292856682,,0.0,0.0,,,,,,,,,
90,POINT (351376.7242108715 4624369.620306069),2018-05-17,0.0637,0.1008,0.0905,0.4109,0.1637,0.3449,0.3963,0.4177,0.2624,0.174,0,0,0,0,25,147,0,62,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,123,GUISANTES,32.0,0.0,B,FL,,PC,D,R,0,VPG,,351376.72421,4624369.62019,,,,2.208,0.88123209202,,0.0,0.0,,,,,,,,,
91,POINT (351387.7824235369 4624379.725904998),2018-06-28,0.056,0.0901,0.1335,0.2391,0.1535,0.188,0.2156,0.2632,0.3431,0.2358,0,0,0,0,23,139,0,64,2018-07-06,-8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,3123,GUISANTES,0.0,0.0,-1,SE,,PC,D,R,0,VPG,casi seco,351387.782422,4624379.72579,,,,2.506,0.84978232507,,0.0,0.0,,,,,,,,,
92,POINT (351401.6698992969 4624386.43680833),2018-06-14,0.0525,0.097,0.076,0.3973,0.155,0.3261,0.377,0.415,0.1957,0.1166,0,0,0,0,22,141,0,67,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2123,GUISANTES,65.0,0.0,B,MA,,PC,D,R,0,-1,parecen dañados x granizo,351401.669898,4624386.43669,,,,3.656,1.66106291272,,0.0,0.0,,,,,,,,,
93,POINT (351372.04869233066 4624398.250001307),2018-07-11,0.0666,0.1153,0.1766,0.2811,0.205,0.2479,0.2724,0.3018,0.3885,0.3002,0,0,0,0,26,142,0,63,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,Otro,4123,GUISANTES,30.0,0.0,N,SE,Perpendicular,PC,S,R,0,NP,Plantas muy tumbadas,351372.048691,4624398.24989,,,,1.718,0.72181715136,,0.0,0.0,,,,,,,,,
94,POINT (347095.255168831 4627491.170116216),2018-07-11,0.0355,0.0785,0.0493,0.4871,0.1177,0.4193,0.4959,0.5164,0.1863,0.0815,0,0,0,0,26,142,0,78,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,150,GIRASOL,150.0,40.0,B,FL,Perpendicular,PC,D,I,0,NP,,347095.255168,4627491.17,,,,2.512,0.29346209295,,0.0,0.0,,,,,,,,,
95,POINT (347049.6050883936 4627603.451738498),2018-07-11,0.0878,0.1247,0.1867,0.2716,0.2062,0.2328,0.2602,0.2979,0.4039,0.2834,0,0,0,0,26,142,0,78,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,148,TRIGO BLANDO,50.0,20.0,N,SE,,PC,D,R,0,NP,,347049.605087,4627603.45162,,,,3.066,0.99472609295,,0.0,0.0,,,,,,,,,
96,POINT (347144.52779524855 4627620.915112225),2018-07-11,0.0977,0.1411,0.2055,0.2935,0.2316,0.2544,0.279,0.3186,0.4197,0.2926,0,0,0,0,26,142,0,78,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,149,TRIGO BLANDO,50.0,20.0,N,SE,Parallel to the way,PC,D,R,0,NP,,347144.527794,4627620.915,,,,3.086,0.28693204771,,0.0,0.0,,,,,,,,,
97,POINT (346935.6787655711 4627942.653033144),2018-07-11,0.036,0.0552,0.08,0.1427,0.1121,0.1337,0.1567,0.1829,0.2998,0.2275,0,0,0,0,26,142,1,79,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,146,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346935.678764,4627942.65292,,,,2.794,0.58760530971,,0.0,0.0,,,,,,,,,
98,POINT (346895.6498945779 4628001.075310346),2018-06-28,0.06,0.1016,0.1469,0.2609,0.1817,0.2178,0.2448,0.2885,0.3404,0.2313,0,0,0,0,23,139,1,79,2018-07-06,-8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3122,GUISANTES,0.0,0.0,B,SE,,PC,D,R,0,VPG,,346895.649893,4628001.07519,,,,1.394,0.34925635284,,0.0,0.0,,,,,,,,,
99,POINT (346902.6721821738 4628016.559212959),2018-06-14,0.0477,0.0876,0.0702,0.4056,0.1389,0.3369,0.3967,0.4154,0.1757,0.108,0,0,0,0,22,140,1,81,2018-06-16,-2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2122,GUISANTES,65.0,0.0,B,MA,,CL,D,R,0,VPG,,346902.672181,4628016.5591,,,,1.982,0.54833383992,,0.0,0.0,,,,,,,,,
100,POINT (346901.5431806038 4628039.383024752),2018-05-17,0.0602,0.1062,0.1281,0.4072,0.1904,0.3574,0.4027,0.4196,0.3181,0.2279,0,0,0,0,25,147,1,79,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,122,GUISANTES,25.0,15.0,B,GU,perpendicular to the path,PC,D,R,0,VPG,,346901.543179,4628039.38291,,,,0.758,0.23317375496,,0.0,0.0,,,,,,,,,
101,POINT (345358.63929191977 4626401.10933214),2018-07-02,0.0697,0.1203,0.1355,0.379,0.2035,0.3257,0.3508,0.3967,0.3615,0.2527,0,0,0,0,23,139,1,81,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4117,GARBANZOS,55.0,0.0,B,MA,,PC,D,R,0,VPG,,345358.639291,4626401.10922,,,,1.896,0.44847519441,,0.0,0.0,,,,,,,,,
102,POINT (345364.5469071673 4626427.978790575),2018-05-07,0.0871,0.1411,0.2003,0.2799,0.2217,0.2546,0.2758,0.2973,0.4436,0.3703,0,0,0,0,27,149,1,80,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,117,GARBANZOS,6.0,15.0,B,GU,paralelo to the way between sugarbeet,CL,D,R,0,VPG,,345364.546906,4626427.97867,,,,0.16,0.09027735043,,0.0,0.0,,,,,,,,,
103,POINT (345385.0078789063 4626865.898910395),2018-06-15,0.0281,0.0572,0.0328,0.4827,0.0922,0.3756,0.4732,0.5093,0.1648,0.0719,0,0,0,0,22,140,1,82,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3114,VEZA,75.0,0.0,-1,FL,,CL,D,R,0,VPG,,345385.007878,4626865.89879,,,,5.96,1.55980768045,,0.0,0.0,,,,,,,,,
104,POINT (345423.8017284372 4626882.000116209),2018-05-17,0.0283,0.0521,0.0295,0.4937,0.0874,0.3877,0.5045,0.5304,0.1853,0.0864,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2114,VEZA,45.0,0.0,B,FL,,CL,D,R,0,VPG,,345423.801727,4626882.0,,,,2.724,0.49196544594,,0.0,0.0,,,,,,,,,
105,POINT (345399.6236175561 4626884.270193868),2018-07-02,0.0364,0.0622,0.0554,0.3206,0.1299,0.261,0.3072,0.3543,0.215,0.1213,0,0,0,0,23,139,1,81,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4114,VEZA,45.0,0.0,B,MA,,PC,D,R,0,VPG,,345399.623616,4626884.27008,,,,4.382,1.77103641973,,0.0,0.0,,,,,,,,,
106,POINT (345467.82697658916 4626917.15253452),2018-05-07,0.0309,0.0639,0.0502,0.4144,0.1101,0.3428,0.4053,0.4235,0.2265,0.1274,0,0,0,0,27,149,1,81,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,114,VEZA,30.0,0.0,B,GU,,CL,D,R,0,VPG,,345467.826975,4626917.15242,,,,1.728,0.42815884903,,0.0,0.0,,,,,,,,,
107,POINT (345354.29459987464 4627076.22017298),2018-06-15,0.043,0.0713,0.0893,0.245,0.134,0.1973,0.2262,0.2582,0.2188,0.1497,0,0,0,0,22,140,1,82,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3113,CEBADA,75.0,0.0,-1,MA,,CL,D,R,0,VPG,,345354.294599,4627076.22006,,,,2.944,0.77506773898,,0.0,0.0,,,,,,,,,
108,POINT (345341.7887746757 4627114.011399882),2018-05-17,0.0408,0.0712,0.0649,0.3617,0.1203,0.294,0.3575,0.3904,0.2107,0.1285,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2113,CEBADA,65.0,0.0,N,MA,,CL,D,R,0,VPG,,345341.788774,4627114.01128,,,,2.624,0.40109849165,,0.0,0.0,,,,,,,,,
109,POINT (345672.3112212675 4627153.633385187),2018-07-11,0.0524,0.0781,0.0952,0.2471,0.1313,0.1882,0.2244,0.2692,0.1771,0.1209,0,0,0,0,24,140,1,81,2018-07-16,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180716-111023-182_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2115,CENTENO,135.0,0.0,-1,MA,,PC,D,I,0,VPG,empieza a amarillea pero el grano aún lechoso y hojas verdes,345672.31122,4627153.63327,,,,1.678,0.11734564329,,0.0,0.0,,,,,,,,,
110,POINT (345680.1571122671 4627209.61868147),2018-05-07,0.0337,0.0654,0.044,0.3599,0.1036,0.287,0.3469,0.3718,0.1576,0.085,0,0,0,0,27,149,1,80,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,115,CENTENO,80.0,0.0,N,GU,,PC,D,-1,0,-1,,345680.157111,4627209.61857,,,,3.57,0.91495901548,,0.0,0.0,,,,,,,,,
111,POINT (345667.92227410816 4627244.487446545),2018-07-11,0.052,0.08,0.0997,0.2508,0.1331,0.1928,0.2349,0.2769,0.1717,0.1169,0,0,0,0,24,140,1,81,2018-07-16,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180716-111023-182_L2A_T30TUM_C_V2-2_roi_0.tif,-1,137,CENTENO,135.0,0.0,N,MA,,PC,D,I,0,VPG,LAI mixto,345667.922273,4627244.48733,,,,1.582,0.24793144214,,0.0,0.0,,,,,,,,,
112,POINT (345706.29729834537 4627267.403774737),2018-07-11,0.0534,0.0785,0.0984,0.2488,0.1324,0.1927,0.2296,0.2742,0.1766,0.1251,0,0,0,0,24,140,1,81,2018-07-16,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180716-111023-182_L2A_T30TUM_C_V2-2_roi_0.tif,MR,138,CENTENO,135.0,0.0,N,MA,,PC,D,I,0,VPG,LAI mixto,345706.297297,4627267.40366,,,,1.82,0.16015617378,,0.0,0.0,,,,,,,,,
113,POINT (346121.77015509957 4627308.01363205),2018-07-02,0.047,0.0789,0.1069,0.2218,0.1448,0.1841,0.2084,0.2447,0.2068,0.1335,0,0,0,0,23,139,1,80,2018-07-06,-4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180706-110918-241_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4116,TRIGO BLANDO,75.0,0.0,N,MA,,PC,D,R,0,VPG,,346121.770154,4627308.01352,,,,2.266,0.35767303505,,0.0,0.0,,,,,,,,,
114,POINT (346165.4825602518 4627313.321327907),2018-05-07,0.0377,0.0677,0.0627,0.3485,0.1075,0.2666,0.3372,0.3688,0.2086,0.1277,0,0,0,0,27,149,1,80,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,116,TRIGO BLANDO,60.0,12.0,N,GU,,CL,D,R,0,VPG,,346165.482559,4627313.32121,,,,2.908,0.77027267899,,0.0,0.0,,,,,,,,,
115,POINT (346121.13526209013 4627336.744298536),2018-06-15,0.0313,0.0544,0.0438,0.3133,0.0922,0.2347,0.2992,0.3288,0.1513,0.0854,0,0,0,0,22,140,1,81,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3116,TRIGO BLANDO,80.0,0.0,N,MA,,CL,D,R,0,-1,,346121.135261,4627336.74418,,,,3.454,0.58654070618,,0.0,0.0,,,,,,,,,
116,POINT (346152.49729544146 4627351.11940935),2018-07-11,0.1199,0.1725,0.2662,0.3758,0.2949,0.3233,0.3566,0.4137,0.4876,0.3009,0,0,0,0,26,142,1,80,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,5116,TRIGO BLANDO,85.0,5.0,N,SE,,OV,D,R,0,NP,,346152.497294,4627351.11929,,,,2.582,0.74220617082,,0.0,0.0,,,,,,,,,
117,POINT (346139.2350011226 4627382.4535054285),2018-05-17,0.032,0.0534,0.0431,0.3691,0.0847,0.2603,0.3576,0.3918,0.1869,0.1078,0,0,0,0,25,147,1,80,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2116,TRIGO BLANDO,70.0,0.0,N,MA,,CL,D,R,0,VPG,,346139.235,4627382.45339,,,,3.05,0.47607772475,,0.0,0.0,,,,,,,,,
118,POINT (346128.59508820495 4627426.755941861),2018-07-11,0.1238,0.1754,0.2676,0.3801,0.2934,0.3238,0.3589,0.4153,0.4828,0.2978,0,0,0,0,26,142,1,80,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,-1,139,TRIGO BLANDO,75.0,5.0,N,SE,,OV,D,R,0,NP,,346128.595087,4627426.75583,,,,2.338,0.22796929618,,0.0,0.0,,,,,,,,,
119,POINT (346841.8094333996 4627923.532858195),2018-07-11,0.0374,0.0526,0.0773,0.1347,0.098,0.1138,0.1339,0.159,0.2762,0.2091,0,0,0,0,26,142,1,79,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,147,ADORMIDERA,125.0,0.0,B,MA,,PC,-1,I,0,NP,,346841.809432,4627923.53274,,,,2.852,0.65189723117,,0.0,0.0,,,,,,,,,
120,POINT (346863.0870135047 4628011.186728685),2018-07-11,0.0739,0.1201,0.1978,0.2918,0.2246,0.2552,0.2768,0.3099,0.4351,0.3469,0,0,0,0,26,142,1,79,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4122,GUISANTES,40.0,0.0,N,SE,,CL,-1,R,0,NP,Está marrón marrón,346863.087012,4628011.18661,,,,1.996,0.66300829557,,0.0,0.0,,,,,,,,,
121,POINT (346860.936804122 4628040.724242163),2018-07-11,0.0724,0.1194,0.1962,0.2802,0.2222,0.2503,0.2739,0.3041,0.4326,0.3479,0,0,0,0,26,142,1,79,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,145,GUISANTES,50.0,0.0,N,SE,,PC,S,-1,0,NP,Plantas tumbadas,346860.936803,4628040.72413,,,,1.566,0.60185546438,,0.0,0.0,,,,,,,,,
