,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,Sequent_N,Ref_N,Hour_UTC+1,Operator,Latitude,Longitude,CropHeight,BBCH,Crop-EN,Crop-ES,Crop-FR,Crop-IT,Crop-LA,Crop-PL,Rowsp_(cm),RowOr(deg),SkyCond,LicorLAI,std_Licor,PocketLAI,std_PockLA,AccuPAR,std_AccuPA,Note
66,POINT (542711.979301803 4589066.945514314),2017-05-17,0.0147,0.0375,0.0098,0.5601,0.0651,0.3755,0.5577,0.5863,0.1633,0.0682,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,105,C_Foraggere_20170517_LAI,10:11 AM,Colecchia S.A. - De Santis A.P.,41.452049,15.511371,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.100,0.297,,,,,
67,POINT (542437.9981112008 4589082.98447864),2017-05-17,0.0127,0.0291,0.0097,0.4643,0.0588,0.3214,0.4636,0.4841,0.1376,0.0573,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,109,G_Foraggere_20170517_LAI,12:07 PM,Colecchia S.A. - De Santis A.P.,41.452208,15.508092,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,2.900,0.414,,,,,
68,POINT (543111.0268893068 4589102.954200956),2017-05-17,0.0474,0.0705,0.068,0.2423,0.1134,0.2222,0.2475,0.2699,0.2213,0.1454,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,112,J_Foraggere_20170517_LAI,1:17 PM,Colecchia S.A. - De Santis A.P.,41.452352,15.516151,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.604,0.583,,,,,
69,POINT (542527.9593437539 4589181.990246725),2017-05-17,0.0183,0.0461,0.0125,0.5732,0.076,0.3966,0.5624,0.5807,0.1799,0.0737,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,107,E_Foraggere_20170517_LAI,10:55 AM,Colecchia S.A. - De Santis A.P.,41.453095,15.509176,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.606,0.585,,,,,
70,POINT (542609.0074708316 4589233.982046313),2017-05-17,0.0177,0.0441,0.0129,0.5506,0.0741,0.3826,0.5436,0.5654,0.1758,0.0733,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,104,B_Foraggere_20170517_LAI,9:34 AM,Colecchia S.A. - De Santis A.P.,41.453559,15.510150,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.510,0.473,,,,,
71,POINT (542666.021070256 4589253.9693576),2017-05-17,0.0189,0.0431,0.0141,0.5408,0.0728,0.3802,0.532,0.5587,0.1737,0.0726,0,0,0,0,36,154,0,0,2017-04-08,39 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,103,A_Foraggere_20170517_LAI,8:54 AM,Colecchia S.A. - De Santis A.P.,41.453736,15.510834,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.162,0.564,,,,,
72,POINT (542752.3937718363 4589309.213884276),2017-06-12,0.0563,0.0748,0.0826,0.1971,0.1091,0.1785,0.196,0.2162,0.2254,0.1727,0,0,0,0,22,142,0,0,2017-06-07,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,128,B_Pomodoro_20170612_LAI,11:10 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,1.927,0.75,,,,,
73,POINT (542752.3937718363 4589309.213884276),2017-06-21,0.0375,0.0643,0.0483,0.3631,0.0999,0.3115,0.3663,0.3811,0.1995,0.1182,0,0,0,0,21,140,0,0,2017-06-17,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,134,B_Pomodoro_20170621_LAI,10:12 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,3.334,0.80,,,,,
74,POINT (542752.3937718363 4589309.213884276),2017-06-09,0.0563,0.0748,0.0826,0.1971,0.1091,0.1785,0.196,0.2162,0.2254,0.1727,0,0,0,0,22,142,0,0,2017-06-07,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,125,B_Pomodoro_20170609_LAI,10:16 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,1.432,0.55,,,,,
75,POINT (542752.3937718363 4589309.213884276),2017-06-15,0.0563,0.0748,0.0826,0.1971,0.1091,0.1785,0.196,0.2162,0.2254,0.1727,0,0,0,0,22,142,0,0,2017-06-07,8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,131,B_Pomodoro_20170615_LAI,7:24 AM,Colecchia S.A. - De Santis A.P.,41.454229,15.511872,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,331,Sunny - no clouds,2.804,1.25,,,,,
76,POINT (543066.8277838087 4589399.565623091),2017-06-09,0.0711,0.0857,0.1075,0.1654,0.1211,0.1454,0.1577,0.1812,0.2533,0.2151,0,0,0,0,22,142,0,0,2017-06-07,2 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,126,C_Pomodoro_20170609_LAI,9:49 AM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,0.488,0.25,,,,,
77,POINT (543066.8277838087 4589399.565623091),2017-06-21,0.0613,0.0778,0.0803,0.2156,0.1092,0.1886,0.2104,0.2245,0.2183,0.1679,0,0,0,0,21,140,0,0,2017-06-17,4 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170617-095546-943_L2A_T33TWF_D_V1-4_roi_0.tif,135,C_Pomodoro_20170621_LAI,9:52 AM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,30-50 cm,70,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,1.679,0.52,,,,,
78,POINT (543066.8277838087 4589399.565623091),2017-06-15,0.0711,0.0857,0.1075,0.1654,0.1211,0.1454,0.1577,0.1812,0.2533,0.2151,0,0,0,0,22,142,0,0,2017-06-07,8 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,132,C_Pomodoro_20170615_LAI,7:01 AM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,61,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,1.153,0.78,,,,,
79,POINT (543066.8277838087 4589399.565623091),2017-06-12,0.0711,0.0857,0.1075,0.1654,0.1211,0.1454,0.1577,0.1812,0.2533,0.2151,0,0,0,0,22,142,0,0,2017-06-07,5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170607-095031-460_L2A_T33TWF_D_V1-4_roi_0.tif,129,C_Pomodoro_20170612_LAI,12:08 PM,Colecchia S.A. - De Santis A.P.,41.455026,15.515643,10-30 cm,19,Tomato,,,Pomodoro,Solanum licopersicum L.,,160,330,Sunny - no clouds,0.347,0.33,,,,,
80,POINT (542377.9594574135 4590304.992224817),2017-03-29,0.0736,0.0983,0.1027,0.2625,0.148,0.2323,0.2552,0.2859,0.2781,0.1911,0,0,0,0,44,155,0,0,2017-03-19,10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170319-095021-462_L2A_T33TWF_D_V1-4_roi_0.tif,71,9NT_STRATEGA_20170329_LAI,10:26 AM,Colecchia S.A. - De Santis A.P.,41.463218,15.507459,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.783,0.106,,,,,
81,POINT (542423.9867758902 4590431.05117124),2017-05-11,0.0314,0.0617,0.0435,0.2675,0.0937,0.2369,0.27,0.2848,0.1604,0.0916,0,0,0,0,36,154,0,0,2017-04-08,33 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170408-095711-526_L2A_T33TWF_D_V1-4_roi_0.tif,102,10CT_STRATEGA_20170511_LAI,8:17 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,>50 cm,69,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.787,0.141,,,,,
82,POINT (542423.9867758902 4590431.05117124),2017-03-29,0.0615,0.0829,0.0824,0.1808,0.1093,0.1629,0.1828,0.1922,0.1843,0.1382,0,0,0,0,48,156,0,0,2017-03-09,20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,72,10CT_STRATEGA_20170329_LAI,10:33 AM,Colecchia S.A. - De Santis A.P.,41.464351,15.508019,30-50 cm,32,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.700,1.067,,,,,
83,POINT (542761.5633632331 4590554.38909525),2017-04-05,0.0265,0.0518,0.0326,0.3149,0.0838,0.2551,0.3084,0.3181,0.1579,0.0873,0,0,0,0,40,155,0,0,2017-03-29,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170329-095024-458_L2A_T33TWF_D_V1-4_roi_0.tif,79,G_CREA-CI_20170405_LAI,11:41 AM,Colecchia S.A. - De Santis A.P.,41.465444,15.512070,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.280,0.516,,,,,
84,POINT (542643.065641156 4596107.745216719),2017-03-21,0.0614,0.0773,0.0757,0.1748,0.1011,0.1621,0.1795,0.1889,0.1617,0.1136,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,13,AA.S_Capitanata.01_2017_LAI,11:32 AM,Riefolo C. - Ruggieri S.,41.515470,15.511044,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.900,0.113,,,,,
85,POINT (542643.065641156 4596107.745216719),2017-03-21,0.0614,0.0773,0.0757,0.1748,0.1011,0.1621,0.1795,0.1889,0.1617,0.1136,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,14,AA.S_Capitanata.02_2017_LAI,11:35 AM,Riefolo C. - Ruggieri S.,41.515470,15.511044,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.675,0.280,,,,,
86,POINT (542729.0692336403 4597126.677271284),2017-03-21,0.0445,0.0704,0.0506,0.2521,0.0915,0.2242,0.2542,0.2652,0.1446,0.0738,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170227-095613-409_L2A_T33TWF_D_V1-4_roi_0.tif,15,AA.S_Capitanata.03_2017_LAI,11:55 AM,Riefolo C. - Ruggieri S.,41.524643,15.512147,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.175,0.233,,,,,
87,POINT (542690.3698116635 4597222.92797065),2017-03-21,0.0402,0.0618,0.0383,0.2843,0.0818,0.2443,0.2871,0.2942,0.1321,0.0629,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170227-095613-409_L2A_T33TWF_D_V1-4_roi_0.tif,16,AA.S_Capitanata.04_2017_LAI,12:00 PM,Riefolo C. - Ruggieri S.,41.525512,15.511690,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.560,0.566,,,,,
88,POINT (542690.3698116635 4597222.92797065),2017-03-21,0.0402,0.0618,0.0383,0.2843,0.0818,0.2443,0.2871,0.2942,0.1321,0.0629,0,0,0,0,52,157,0,0,2017-02-27,22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170227-095613-409_L2A_T33TWF_D_V1-4_roi_0.tif,17,AA.S_Capitanata.05_2017_LAI,12:01 PM,Riefolo C. - Ruggieri S.,41.525512,15.511690,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,4.095,0.926,,,,,
89,POINT (543611.3858424184 4590011.56963984),2017-04-05,0.0403,0.0709,0.0647,0.2696,0.1182,0.231,0.2558,0.2824,0.2307,0.1468,0,0,0,0,40,155,0,0,2017-03-29,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170329-095024-458_L2A_T33TWF_D_V1-4_roi_0.tif,82,L_CREA-CI_20170405_LAI,12:20 PM,Colecchia S.A. - De Santis A.P.,41.460509,15.522207,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.637,0.179,,,,,
90,POINT (543529.0448602622 4590065.918566405),2017-04-05,0.0366,0.0638,0.0571,0.2481,0.1019,0.2136,0.2481,0.2732,0.206,0.1298,0,0,0,0,40,155,0,0,2017-03-29,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170329-095024-458_L2A_T33TWF_D_V1-4_roi_0.tif,81,I_CREA-CI_20170405_LAI,12:11 PM,Colecchia S.A. - De Santis A.P.,41.461003,15.521225,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.477,0.220,,,,,
91,POINT (543416.7337033107 4590146.28972265),2017-04-05,0.0447,0.0751,0.0704,0.2502,0.1155,0.2213,0.243,0.2667,0.2303,0.1534,0,0,0,0,40,155,0,0,2017-03-29,7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170329-095024-458_L2A_T33TWF_D_V1-4_roi_0.tif,80,H_CREA-CI_20170405_LAI,12:04 PM,Colecchia S.A. - De Santis A.P.,41.461733,15.519886,30-50 cm,34,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,1.450,0.235,,,,,
92,POINT (548735.4124326664 4595655.383694973),2017-03-21,0.0723,0.1001,0.1031,0.2366,0.1345,0.2062,0.2241,0.2389,0.1908,0.131,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,21,AA.S_Capitanata.09_2017_LAI,4:22 PM,Riefolo C. - Ruggieri S.,41.511048,15.584016,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.650,0.650,,,,,
93,POINT (543300.3164982036 4597159.284458977),2017-03-21,0.0305,0.0484,0.0262,0.3001,0.0678,0.2577,0.3162,0.3358,0.1235,0.0597,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,18,AA.S_Capitanata.06_2017_LAI,12:11 PM,Riefolo C. - Ruggieri S.,41.524906,15.518996,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,3.365,0.262,,,,,
94,POINT (544754.2222629546 4598076.676401409),2017-03-22,0.0404,0.0577,0.0401,0.2872,0.0843,0.2502,0.3034,0.3096,0.1406,0.0739,0,0,0,0,52,157,0,0,2017-02-27,23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170227-095613-409_L2A_T33TWF_D_V1-4_roi_0.tif,45,AA.S_Capitanata.33_2017_LAI,9:48 AM,Riefolo C. - Ruggieri S.,41.533089,15.536490,30-50 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,6.060,0.460,,,,,
95,POINT (545413.9190740222 4599483.047504193),2017-03-21,0.0777,0.0967,0.1015,0.2628,0.1295,0.23,0.2599,0.2764,0.2059,0.1597,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,44,AA.S_Capitanata.32_2017_LAI,6:41 PM,Riefolo C. - Ruggieri S.,41.545719,15.544504,30-50 cm,19,Brocoli,,,Broccolo,Brassica oleracea var. italica,,,,Sunny - no clouds,1.590,0.940,,,,,
96,POINT (545291.7967621884 4599538.235425475),2017-03-21,0.0588,0.078,0.0783,0.2016,0.1071,0.1881,0.207,0.2236,0.1959,0.1435,0,0,0,0,48,156,0,0,2017-03-09,12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T33TWF/SENTINEL2A_20170309-095021-464_L2A_T33TWF_D_V1-4_roi_0.tif,43,AA.S_Capitanata.31_2017_LAI,6:39 PM,Riefolo C. - Ruggieri S.,41.546223,15.543044,10-30 cm,35,Durum Wheat,Trigo duro,Blé dur,Frumento duro,Triticum durum Desf.,Pszenica durum,,,Sunny - no clouds,0.990,0.170,,,,,
