,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,StudySite,ESUnumber,CropType,CropHeight,Rowspacing,LeafType,PhenoState,RowOrienta,SkyCond,SamplStrat,Irrigation,b_Tilled,Operators,d_observa,X_UTM,Y_UTM,LAI_g_B_mi,fCover,LicorLAI,LAI_AccuPA,SD_LAI_Acc,B443_1,B490_1,B560_1,B665_1,B705_1,B740_1,B783_1,B842_1,B865_1,B945_1,B1610_1,B2190_1
108,POINT (345341.7887746757 4627114.011399882),2018-05-17,0.0408,0.0712,0.0649,0.3617,0.1203,0.294,0.3575,0.3904,0.2107,0.1285,0,0,0,0,25,147,1,81,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2113,CEBADA,65.0,0.0,N,MA,,CL,D,R,0,VPG,,345341.788774,4627114.01128,,,,2.624,0.40109849165,,0.0,0.0,,,,,,,,,
19,POINT (344183.0641634532 4626504.306815265),2018-07-10,0.0876,0.1347,0.2059,0.3519,0.2393,0.289,0.3314,0.3964,0.4652,0.2889,0,0,0,0,26,142,1,83,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5108,CEBADA,65.0,0.0,N,SE,,CL,D,R,0,-1,hay un poco de verde aun,344183.064162,4626504.3067,,,,3.074,0.5813174692,,0.0,0.0,,,,,,,,,
110,POINT (345680.1571122671 4627209.61868147),2018-05-07,0.0337,0.0654,0.044,0.3599,0.1036,0.287,0.3469,0.3718,0.1576,0.085,0,0,0,0,27,149,1,80,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,115,CENTENO,80.0,0.0,N,GU,,PC,D,-1,0,-1,,345680.157111,4627209.61857,,,,3.57,0.91495901548,,0.0,0.0,,,,,,,,,
53,POINT (345092.1075395886 4626784.08947115),2018-07-10,0.102,0.1568,0.2488,0.3325,0.2752,0.2983,0.3232,0.3602,0.4542,0.3269,0,0,0,0,31,148,1,81,2018-08-15,-36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180815-111826-761_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2111,COLZA,120.0,0.0,B,MA,,CL,D,R,0,VPG,LAI mixto. Las hojas  silicuas aún verdes,345092.107538,4626784.08935,,,,2.338,0.51644941669,,0.0,0.0,,,,,,,,,
22,POINT (345192.8317346532 4625905.170116199),2018-07-11,0.0422,0.0873,0.0736,0.3671,0.1423,0.319,0.3586,0.3768,0.2444,0.1426,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5120,GIRASOL,140.0,0.0,B,FL,,OV,D,R,0,VPG,,345192.831734,4625905.17,,,,2.254,0.495307985,,0.0,0.0,,,,,,,,,
53,POINT (345092.1075395886 4626784.08947115),2018-07-10,0.1394,0.1957,0.2886,0.4009,0.3131,0.3494,0.3764,0.4345,0.5003,0.3267,0,0,0,0,27,144,1,87,2018-07-31,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2111,COLZA,120.0,0.0,B,MA,,CL,D,R,0,VPG,LAI mixto. Las hojas  silicuas aún verdes,345092.107538,4626784.08935,,,,2.338,0.51644941669,,0.0,0.0,,,,,,,,,
114,POINT (346165.4825602518 4627313.321327907),2018-05-07,0.0377,0.0677,0.0627,0.3485,0.1075,0.2666,0.3372,0.3688,0.2086,0.1277,0,0,0,0,27,149,1,80,2018-05-07,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180507-110835-947_L2A_T30TUM_C_V2-2_roi_0.tif,MR,116,TRIGO BLANDO,60.0,12.0,N,GU,,CL,D,R,0,VPG,,346165.482559,4627313.32121,,,,2.908,0.77027267899,,0.0,0.0,,,,,,,,,
65,POINT (347397.86280344694 4605298.1591991875),2018-04-05,0.111,0.1648,0.1946,0.3181,0.2339,0.293,0.31,0.3303,0.3771,0.2958,0,0,0,0,33,153,0,55,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Greg,101,LENTEJAS,3.0,18.0,B,EM,E-W,CL,S,R,1,VPG,el punto A es el mismo que en la campaña anterior. fotos del W17 se SSM,347397.862802,4605298.15908,,,,0.172,0.09576011696,,0.0,0.0,,,,,,,,,
56,POINT (345192.99622933625 4627135.232521021),2018-07-10,0.0912,0.1383,0.2,0.3457,0.2369,0.2829,0.3139,0.3717,0.435,0.2763,0,0,0,0,27,144,1,87,2018-07-31,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2112,CAMELINA,80.0,0.0,N,SE,,CL,D,R,0,VPG,camelina. LAI mixto por las malas hierbas. LA CAMELINA ESTÁ SENESCENTE,345192.996228,4627135.2324,,,,3.534,0.35075632567,,0.0,0.0,,,,,,,,,
117,POINT (346139.2350011226 4627382.4535054285),2018-05-17,0.032,0.0534,0.0431,0.3691,0.0847,0.2603,0.3576,0.3918,0.1869,0.1078,0,0,0,0,25,147,1,80,2018-05-17,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180517-111020-570_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2116,TRIGO BLANDO,70.0,0.0,N,MA,,CL,D,R,0,VPG,,346139.235,4627382.45339,,,,3.05,0.47607772475,,0.0,0.0,,,,,,,,,
92,POINT (351401.6698992969 4624386.43680833),2018-06-14,0.0702,0.1272,0.1325,0.3734,0.2193,0.305,0.3456,0.4025,0.277,0.1669,0,0,0,0,22,139,0,65,2018-06-26,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2123,GUISANTES,65.0,0.0,B,MA,,PC,D,R,0,-1,parecen dañados x granizo,351401.669898,4624386.43669,,,,3.656,1.66106291272,,0.0,0.0,,,,,,,,,
59,POINT (345296.4756241795 4627179.064489016),2018-07-10,0.0832,0.1318,0.1929,0.3616,0.243,0.2968,0.3322,0.4026,0.4364,0.2584,0,0,0,0,27,144,1,87,2018-07-31,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5113,CEBADA,60.0,0.0,N,SE,,CL,D,R,0,VPG,,345296.475623,4627179.06437,,,,2.908,0.22487774456,,0.0,0.0,,,,,,,,,
30,POINT (345241.65150701394 4626229.486826328),2018-07-11,0.0317,0.0598,0.0255,0.5303,0.0902,0.4091,0.5317,0.5461,0.1277,0.0542,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,143,REMOLACHA,45.0,0.0,B,GU,,PC,D,I,0,VPG,,345241.651506,4626229.48671,,,,2.724,1.32683081062,,0.0,0.0,,,,,,,,,
61,POINT (344384.53595813585 4627621.084068401),2018-07-11,0.0523,0.0838,0.1325,0.2082,0.1526,0.1745,0.1946,0.2284,0.3228,0.2186,0,0,0,0,27,144,1,88,2018-07-31,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,MR,141,ALPISTE,70.0,20.0,N,SE,Parallel to the way,OV,D,R,0,NP,Un poco verde,344384.535957,4627621.08395,,,,1.406,0.24172298194,,0.0,0.0,,,,,,,,,
72,POINT (345499.01188371074 4603220.174347212),2018-04-05,0.029,0.0618,0.034,0.4034,0.1035,0.33,0.3936,0.4099,0.1537,0.075,0,0,0,0,33,153,0,62,2018-04-17,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180417-110822-655_L2A_T30TUM_C_V2-2_roi_0.tif,Greg,102,RAYGRAS,20.0,35.0,N,GU,perpendicular al camino,CL,D,R,0,VPG,mezcla de gramíneas con leguminosas.  hay tb alfalfa y malas hierbas. las gramineas pueden ser avena y lolium q parece q esta en hileras sembrado. este lolium puede ser araygras y es el q predomina. fotos en W18A de SSM,345499.011883,4603220.17423,,,,0.348,0.09176055798,,0.0,0.0,,,,,,,,,
85,POINT (357211.36500724126 4618838.092488514),2018-07-10,0.1326,0.1963,0.3002,0.4274,0.312,0.352,0.3859,0.4339,0.4593,0.3238,0,0,0,0,29,147,0,204,2018-08-10,-31 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180810-111743-074_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,132,CEBADA,50.0,12.0,N,SE,Paralel to the way,CL,D,R,0,NP,,357211.365006,4618838.09237,,,,1.164,0.28605943438,,0.0,0.0,,,,,,,,,
86,POINT (358511.893410122 4618871.610880118),2018-07-10,0.1143,0.1698,0.28,0.4155,0.3178,0.3644,0.4039,0.4691,0.4859,0.309,0,0,0,0,29,147,0,208,2018-08-10,-31 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180810-111743-074_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,131,AVENA,95.0,0.0,N,SE,,CL,D,I,0,VPG,hay un poco verde pero la mayoria senescente,358511.893409,4618871.61076,,,,2.61,0.46968074263,,0.0,0.0,,,,,,,,,
99,POINT (346902.6721821738 4628016.559212959),2018-06-14,0.0673,0.1342,0.1296,0.4121,0.2359,0.3722,0.408,0.4426,0.2405,0.1409,0,0,0,0,22,139,1,80,2018-06-26,-12 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2122,GUISANTES,65.0,0.0,B,MA,,CL,D,R,0,VPG,,346902.672181,4628016.5591,,,,1.982,0.54833383992,,0.0,0.0,,,,,,,,,
42,POINT (344083.739135387 4626551.941802884),2018-06-15,0.0506,0.0975,0.0932,0.4001,0.1606,0.3656,0.3984,0.4281,0.2917,0.1761,0,0,0,0,22,140,1,84,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3107,GARBANZOS,40.0,0.0,B,-1,,CL,-1,R,0,VPG,,344083.739134,4626551.94169,,,,2.978,1.0274093634,,0.0,0.0,,,,,,,,,
43,POINT (344171.32942176296 4626558.086115739),2018-06-15,0.0358,0.0641,0.07,0.2406,0.1168,0.1954,0.2296,0.2637,0.1865,0.1175,0,0,0,0,22,140,1,84,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3108,CEBADA,60.0,0.0,-1,-1,,CL,D,-1,0,-1,cebada de 2 carreras,344171.329421,4626558.086,,,,2.66,0.34409301068,,0.0,0.0,,,,,,,,,
38,POINT (345277.8601605389 4626432.6301162075),2018-07-11,0.047,0.092,0.0876,0.3284,0.1431,0.2894,0.3305,0.3529,0.257,0.158,0,0,0,0,26,142,1,81,2018-07-26,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5118,GIRASOL,150.0,0.0,B,FL,,OV,D,R,0,VPG,,345277.860159,4626432.63,,,,4.424,0.53002830113,,0.0,0.0,,,,,,,,,
103,POINT (345385.0078789063 4626865.898910395),2018-06-15,0.0268,0.0546,0.0321,0.4497,0.0991,0.3446,0.4308,0.4792,0.17,0.0793,0,0,0,0,22,139,1,82,2018-06-26,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3114,VEZA,75.0,0.0,-1,FL,,CL,D,R,0,VPG,,345385.007878,4626865.89879,,,,5.96,1.55980768045,,0.0,0.0,,,,,,,,,
70,POINT (358281.8729802192 4618417.485120377),2018-07-10,0.059,0.0875,0.1268,0.2228,0.1498,0.1882,0.2084,0.2454,0.291,0.1939,0,0,0,0,27,144,0,209,2018-07-31,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,128,MEZCLA AVENA-TRIGO,0.0,0.0,N,SE,,CL,D,R,0,-1,trigo con mucha avena loca,358281.872979,4618417.485,,,,2.006,0.58947434211,,0.0,0.0,,,,,,,,,
71,POINT (356247.6463393164 4618482.430880356),2018-07-10,0.1092,0.1689,0.2544,0.3814,0.2876,0.3238,0.351,0.4187,0.474,0.315,0,0,0,0,27,144,0,33,2018-07-31,-21 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,135,CEBADA,75.0,10.0,N,SE,Parallel of the way,CL,D,R,0,NP,,356247.646338,4618482.43076,,,,3.868,0.29811071769,,0.0,0.0,,,,,,,,,
48,POINT (344084.97980851855 4626662.430173072),2018-06-15,0.0301,0.0522,0.0462,0.2489,0.091,0.1907,0.2288,0.2558,0.1589,0.0961,0,0,0,0,22,140,1,84,2018-06-16,-1 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180616-111245-493_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3109,TRIGO BLANDO,80.0,0.0,-1,MA,,CL,-1,R,0,VPG,aun verde,344084.979807,4626662.43006,,,,3.23,0.5751956189,,0.0,0.0,,,,,,,,,
107,POINT (345354.29459987464 4627076.22017298),2018-06-15,0.0539,0.0848,0.1309,0.2448,0.1623,0.1967,0.2288,0.2688,0.2626,0.1759,0,0,0,0,22,139,1,82,2018-06-26,-11 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180626-111803-971_L2A_T30TUM_C_V2-2_roi_0.tif,MR,3113,CEBADA,75.0,0.0,-1,MA,,CL,D,R,0,VPG,,345354.294599,4627076.22006,,,,2.944,0.77506773898,,0.0,0.0,,,,,,,,,
44,POINT (344067.0445998593 4626564.860136778),2018-07-02,0.0674,0.1287,0.1488,0.4051,0.2469,0.3386,0.3791,0.4288,0.3145,0.196,0,0,0,0,26,142,1,83,2018-07-26,-24 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,4107,GARBANZOS,50.0,0.0,-1,MA,,PC,-1,R,0,VPG,,344067.044599,4626564.86002,,,,2.734,0.46489783824,,0.0,0.0,,,,,,,,,
45,POINT (344090.7582068914 4626573.341601083),2018-07-10,0.0663,0.1216,0.1637,0.3787,0.2306,0.3211,0.358,0.4075,0.3365,0.211,0,0,0,0,26,142,1,83,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5107,GARBANZOS,50.0,0.0,B,MA,,CL,D,R,0,VPG,,344090.758206,4626573.34148,,,,3.132,0.65074572607,,0.0,0.0,,,,,,,,,
46,POINT (344099.5626528305 4626647.253501864),2018-07-10,0.0991,0.146,0.2235,0.3219,0.262,0.2858,0.3072,0.358,0.4507,0.2871,0,0,0,0,26,142,1,83,2018-07-26,-16 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180726-111615-739_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5109,TRIGO BLANDO,75.0,0.0,N,SE,,CL,D,R,0,VPG,en senescencia aunque aún tiene una hoja algo verde,344099.562652,4626647.25339,,,,2.816,0.46495161039,,0.0,0.0,,,,,,,,,
1,POINT (339293.0540185919 4601170.966222147),2018-06-28,0.1172,0.1683,0.2429,0.3395,0.2682,0.3002,0.3278,0.3695,0.4512,0.3361,0,0,0,0,22,139,0,85,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4106,MEZCLA AVENA-TRIGO,0.0,0.0,-1,-1,,PC,-1,-1,0,-1,segado. La siega está  en hileras,339293.054017,4601170.96611,,,,0.0,0.0,,0.0,0.0,,,,,,,,,
2,POINT (339227.654661163 4601185.525707796),2018-06-28,0.0366,0.065,0.0648,0.2793,0.1219,0.219,0.2571,0.3038,0.2393,0.1401,0,0,0,0,22,139,1,86,2018-07-01,-3 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,4104,ALFALFA,0.0,0.0,B,MA,,PC,-1,R,0,-1,,339227.65466,4601185.52559,,,,2.298,0.25839891641,,0.0,0.0,,,,,,,,,
79,POINT (345360.7838588333 4626318.568797745),2018-07-11,0.0599,0.0978,0.1233,0.3222,0.1637,0.2641,0.3026,0.3466,0.3187,0.2127,0,0,0,0,27,144,1,87,2018-07-31,-20 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180731-111437-943_L2A_T30TUM_C_V2-2_roi_0.tif,MR,5117,GARBANZOS,40.0,0.0,B,MA,,OV,D,R,0,VPG,Garbanzo con cercos secos,345360.783858,4626318.56868,,,,1.786,0.88505932005,,0.0,0.0,,,,,,,,,
82,POINT (356885.35629684 4618545.506922261),2018-07-10,0.1386,0.1945,0.2756,0.4667,0.2995,0.3836,0.4133,0.4651,0.3962,0.2616,0,0,0,0,30,148,0,201,2018-08-15,-36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2A_20180815-111826-761_L2A_T30TUM_C_V2-2_roi_0.tif,ITA,133,CENTENO,100.0,20.0,N,SE,Paralel to the way,CL,D,R,0,NP,"Está en mal estado, muchos claros",356885.356296,4618545.50681,,,,0.852,0.60396191933,,0.0,0.0,,,,,,,,,
117,POINT (346139.2350011226 4627382.4535054285),2018-05-17,0.0404,0.0631,0.0555,0.3434,0.0962,0.2482,0.3314,0.3703,0.1988,0.1189,0,0,0,0,24,146,1,87,2018-05-22,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180522-111119-931_L2A_T30TUM_C_V2-2_roi_0.tif,MR,2116,TRIGO BLANDO,70.0,0.0,N,MA,,CL,D,R,0,VPG,,346139.235,4627382.45339,,,,3.05,0.47607772475,,0.0,0.0,,,,,,,,,
6,POINT (339220.6146319591 4601203.522991464),2018-06-14,0.0369,0.062,0.0812,0.2489,0.1163,0.1913,0.2229,0.2823,0.243,0.1491,0,0,0,0,22,139,1,86,2018-07-01,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T30TUM/SENTINEL2B_20180701-111103-470_L2A_T30TUM_C_V2-2_roi_0.tif,Gsec,3104,ALFALFA,40.0,0.0,B,FL,,CL,D,R,0,VPG,,339220.614631,4601203.52288,,,,2.94,1.03951911959,,0.0,0.0,,,,,,,,,
