,geometry,field_date,B2,B3,B4,B8,B5,B6,B7,B8A,B11,B12,sat_mask,cloud_mask,edge_mask,geophysical_mask,sun_zen,sun_az,join_zen,join_az,s2_date,time_delta,s2_filenames,DHP,CAN-EYE Version,Species,NameESU,X-WGS84,Y-WGS84,PAIeff – CE,PAIeff CE V5.1,PAIeff – P57,PAIeff Miller,"PAIeff – LAI2000, 3 rings","PAIeff – LAI2000, 4 rings","PAIeff – LAI2000, 5 rings",PAItrue – CE,PAItrue – CE V5.1,PAItrue – P57,PAItrue – Miller
34,POINT (353934.6029555879 4814860.192333617),2018-05-28,0.0406,0.0637,0.0964,0.175,0.1134,0.1369,0.1578,0.1961,0.2317,0.1567,0,0,0,0,23,144,1,260,2018-06-25,-28 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BRA-70,1.19409,43.4724,2.02,2.01,2.02,2.01,2.08,2.03,1.77,2.54,2.33,2.54,2.07
19,POINT (356669.99044031696 4814911.41052826),2018-05-02,0.0301,0.0599,0.0485,0.2678,0.0922,0.2131,0.2511,0.2747,0.1321,0.0719,0,0,0,0,27,152,1,296,2018-05-11,-9 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-1,1.22788,43.47339,,,,,,,,,,,
2,POINT (354629.49327609537 4814171.369879725),2018-06-20,0.0449,0.0781,0.1107,0.2532,0.1461,0.2022,0.2335,0.2717,0.1907,0.1113,0,0,0,0,23,144,1,263,2018-06-20,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BRA-12-18,1.202861,43.466336,0.07,0.08,0.08,0.09,0.13,0.1,0.08,0.08,0.08,0.08,0.1
55,POINT (356795.5194854366 4816426.2911276),2018-02-27,0.009,0.028,0.0082,0.4472,0.0426,0.2723,0.4304,0.465,0.0996,0.0407,0,0,0,0,25,150,1,296,2018-05-21,-83 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BLA-1-4,1.229033,43.487048,0.84,0.71,0.84,0.77,0.58,0.67,0.63,1.04,0.82,1.04,0.77
4,POINT (354629.49327609537 4814171.369879725),2018-05-29,0.0449,0.0781,0.1107,0.2532,0.1461,0.2022,0.2335,0.2717,0.1907,0.1113,0,0,0,0,23,144,1,263,2018-06-20,-22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BRA-12-18,1.202861,43.466336,3.84,3.73,3.84,3.83,3.38,3.52,3.15,5.25,5.16,5.25,4.04
23,POINT (356583.6979309677 4815001.02553004),2018-02-27,0.0315,0.061,0.0526,0.2483,0.0923,0.2022,0.2332,0.2573,0.1358,0.0768,0,0,0,0,27,152,1,296,2018-05-11,-73 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-1,1.22679,43.47418,1.39,1.34,1.39,1.36,1.2,1.31,1.14,1.75,1.62,1.75,1.44
40,POINT (350890.3057286424 4817092.446168891),2018-05-29,0.0341,0.0564,0.0841,0.1484,0.0993,0.1157,0.1309,0.1629,0.1854,0.1246,0,0,0,0,23,144,1,255,2018-06-25,-27 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,ANJ-28,1.155859,43.491889,2.59,2.47,2.59,2.57,2.13,2.3,2.06,3.66,3.26,3.66,2.69
41,POINT (350890.3057286424 4817092.446168891),2018-06-20,0.0341,0.0564,0.0841,0.1484,0.0993,0.1157,0.1309,0.1629,0.1854,0.1246,0,0,0,0,23,144,1,255,2018-06-25,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,ANJ-28,1.155859,43.491889,0.19,0.19,0.19,0.2,0.22,0.21,0.17,0.21,0.22,0.21,0.21
60,POINT (359171.75398383493 4813159.768230973),2018-05-04,0.0364,0.0723,0.0583,0.239,0.1127,0.2139,0.2375,0.2614,0.1585,0.0954,0,0,0,0,25,150,2,296,2018-05-21,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-A,1.25925,43.4581,,,,,,,,,,,
27,POINT (356891.32573221275 4815464.478141185),2018-05-04,0.0347,0.0633,0.0327,0.504,0.0934,0.3877,0.4826,0.4999,0.087,0.0371,0,0,0,0,27,152,1,296,2018-05-11,-7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-5-13,1.23047,43.47841,3.7,3.6,3.71,3.74,3.41,3.5,3.06,4.95,5.25,4.95,4.16
86,POINT (357331.6090905318 4816920.680958408),2018-06-20,0.0394,0.0638,0.0993,0.1796,0.1175,0.1436,0.161,0.2065,0.2254,0.1449,0,0,0,0,23,144,1,296,2018-06-30,-10 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180630-105440-000_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BLA-4,1.23553,43.4916,0.06,0.08,0.06,0.05,0.14,0.1,0.09,0.06,0.09,0.07,0.05
63,POINT (359331.2362130422 4813665.31340009),2018-04-04,0.0204,0.0439,0.0188,0.3109,0.0737,0.2479,0.3066,0.3324,0.1159,0.0544,0,0,0,0,25,150,2,296,2018-05-21,-47 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,PAV-10,1.26109,43.46268,1.64,1.52,1.65,1.6,1.4,1.45,1.33,2.26,1.98,2.25,1.66
80,POINT (357109.40728736285 4816323.175367713),2018-05-28,0.0923,0.1247,0.142,0.324,0.1774,0.2948,0.3339,0.3416,0.3073,0.1888,0,0,0,0,29,148,1,293,2018-08-04,-68 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180804-105811-469_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-1-6,1.23294,43.48618,2.01,2.01,2.01,2.03,2.08,2.02,1.77,2.47,2.45,2.47,2.14
65,POINT (359331.2362130422 4813665.31340009),2018-05-04,0.0204,0.0439,0.0188,0.3109,0.0737,0.2479,0.3066,0.3324,0.1159,0.0544,0,0,0,0,25,150,2,296,2018-05-21,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,PAV-10,1.26109,43.46268,2.7,,,,,,,3.54,,,
32,POINT (353934.6029555879 4814860.192333617),2018-05-04,0.0371,0.0718,0.0374,0.4612,0.1055,0.3751,0.4592,0.4664,0.0889,0.0423,0,0,0,0,27,152,1,263,2018-05-11,-7 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BRA-70,1.19409,43.4724,3.12,3.08,3.12,3.09,2.83,2.93,2.55,4.13,4.31,4.12,3.54
91,POINT (360267.4995054506 4814089.146769378),2018-05-28,0.1283,0.181,0.2652,0.4277,0.299,0.3581,0.3944,0.4592,0.4503,0.2744,0,0,0,0,23,144,2,296,2018-06-30,-33 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180630-105440-000_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOX-3,1.27255,43.46667,1.94,1.99,1.94,1.95,2.09,1.98,1.73,2.42,2.25,2.42,2.01
68,POINT (358991.0302207536 4813264.657424471),2018-05-04,0.0354,0.0696,0.0597,0.2442,0.1118,0.215,0.2437,0.2644,0.1609,0.0962,0,0,0,0,25,150,2,296,2018-05-21,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-B,1.25699,43.45901,,,,,,,,,,,
51,POINT (356795.3553948401 4816426.183508198),2018-06-20,0.0467,0.0768,0.1146,0.2265,0.1422,0.181,0.204,0.2499,0.2111,0.1254,0,0,0,0,23,144,1,293,2018-06-25,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,BLA-1-4,1.229031,43.487047,0.29,0.3,0.29,0.31,0.38,0.33,0.28,0.34,0.35,0.34,0.36
52,POINT (356795.3553948401 4816426.183508198),2018-05-29,0.0467,0.0768,0.1146,0.2265,0.1422,0.181,0.204,0.2499,0.2111,0.1254,0,0,0,0,23,144,1,293,2018-06-25,-27 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter wheat,BLA-1-4,1.229031,43.487047,3.53,3.43,3.53,3.54,3.17,3.26,2.93,4.99,5.04,4.99,3.8
61,POINT (359171.75398383493 4813159.768230973),2018-06-20,0.0899,0.1281,0.1715,0.2192,0.1811,0.2032,0.215,0.2329,0.2454,0.1869,0,0,0,0,25,144,2,293,2018-07-15,-25 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180715-105300-591_L2A_T31TCJ_D_V1-8_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-A,1.25925,43.4581,0.27,0.37,0.27,0.25,0.63,0.46,0.39,0.3,0.42,0.3,0.26
20,POINT (356669.99044031696 4814911.41052826),2018-05-29,0.0512,0.0767,0.0989,0.22,0.1343,0.1799,0.2068,0.2411,0.2147,0.1328,0,0,0,0,23,144,1,296,2018-06-20,-22 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.491,winter barley,PAV-1,1.22788,43.47339,2.55,2.44,2.54,2.46,2.11,2.25,2.04,3.52,3.22,3.52,2.53
21,POINT (356669.99044031696 4814911.41052826),2018-06-20,0.0512,0.0767,0.0989,0.22,0.1343,0.1799,0.2068,0.2411,0.2147,0.1328,0,0,0,0,23,144,1,296,2018-06-20,0 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-1,1.22788,43.47339,0.23,0.24,0.23,0.23,0.37,0.29,0.25,0.25,0.25,0.25,0.27
64,POINT (359331.2362130422 4813665.31340009),2018-06-20,0.0604,0.0941,0.1278,0.2978,0.1672,0.2407,0.2698,0.3203,0.3021,0.1732,0,0,0,0,25,144,2,293,2018-07-15,-25 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180715-105300-591_L2A_T31TCJ_D_V1-8_roi_0.tif,DHP,V6.495,winter wheat,PAV-10,1.26109,43.46268,0.31,0.33,0.31,0.32,0.52,0.43,0.36,0.38,0.4,0.38,0.33
75,POINT (357117.26402976183 4814215.242322928),2018-05-04,0.0626,0.1082,0.0929,0.3672,0.1679,0.3302,0.3553,0.3783,0.1789,0.1199,0,0,0,0,25,150,2,296,2018-05-21,-17 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,MER-27,1.23359,43.46721,1.83,1.87,1.83,1.87,1.75,1.81,1.54,2.61,2.68,2.62,2.11
42,POINT (350890.3057286424 4817092.446168891),2018-05-02,0.0247,0.0415,0.0262,0.3391,0.0615,0.2336,0.3383,0.3533,0.1027,0.0479,0,0,0,0,27,152,1,260,2018-05-11,-9 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,ANJ-28,1.155859,43.491889,,,,,,,,,,,
43,POINT (350863.23947100085 4817130.491957843),2018-04-05,0.021,0.0364,0.0221,0.3467,0.0638,0.2396,0.3301,0.3541,0.1035,0.0491,0,0,0,0,27,152,1,260,2018-05-11,-36 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,ANJ-28,1.155514,43.492226,2.18,2.21,2.18,2.21,1.85,1.96,1.74,2.99,2.82,2.99,2.4
26,POINT (356891.32573221275 4815464.478141185),2018-05-28,0.0411,0.0744,0.0877,0.2369,0.1368,0.1865,0.2121,0.2616,0.1722,0.0977,0,0,0,0,23,144,1,296,2018-06-20,-23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BLA-5-13,1.23047,43.47841,1.98,1.96,1.98,1.98,2.22,2.1,1.81,2.53,2.27,2.53,2.07
61,POINT (359171.75398383493 4813159.768230973),2018-06-20,0.0649,0.1027,0.1334,0.3071,0.1836,0.256,0.2843,0.3325,0.3171,0.1965,0,0,0,0,23,144,2,293,2018-06-25,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-A,1.25925,43.4581,0.27,0.37,0.27,0.25,0.63,0.46,0.39,0.3,0.42,0.3,0.26
104,POINT (358504.56316665234 4817843.681727845),2018-05-28,0.0602,0.0853,0.1161,0.1951,0.1338,0.1677,0.1859,0.2174,0.232,0.1493,0,0,0,0,23,144,2,296,2018-06-30,-33 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180630-105440-000_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,LAM-3-2,1.24979,43.50013,4.14,4.15,4.14,4.17,3.64,3.85,3.37,5.72,5.61,5.72,4.55
101,POINT (357051.6147779844 4817144.400542486),2018-04-06,0.0521,0.122,0.0993,0.4992,0.1482,0.4001,0.492,0.5033,0.1464,0.0739,0,0,0,0,33,155,1,296,2018-04-21,-15 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180421-105629-233_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BOP-9,1.23201,43.49356,1.85,2.14,1.85,2.09,2.44,2.2,1.82,3.17,2.49,3.17,2.26
64,POINT (359331.2362130422 4813665.31340009),2018-06-20,0.0296,0.0545,0.0605,0.2263,0.099,0.1776,0.2071,0.2431,0.1734,0.0958,0,0,0,0,23,144,2,293,2018-06-25,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter wheat,PAV-10,1.26109,43.46268,0.31,0.33,0.31,0.32,0.52,0.43,0.36,0.38,0.4,0.38,0.33
65,POINT (359331.2362130422 4813665.31340009),2018-05-04,0.0296,0.0545,0.0605,0.2263,0.099,0.1776,0.2071,0.2431,0.1734,0.0958,0,0,0,0,23,144,2,293,2018-06-25,-52 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,PAV-10,1.26109,43.46268,2.7,,,,,,,3.54,,,
50,POINT (356795.3553948401 4816426.183508198),2018-05-02,0.02,0.0375,0.0199,0.4388,0.0518,0.279,0.4237,0.4453,0.1017,0.0399,0,0,0,0,27,152,1,296,2018-05-11,-9 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180511-105804-037_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,BLA-1-4,1.229031,43.487047,,,,,,,,,,,
85,POINT (357331.6090905318 4816920.680958408),2018-04-04,0.0115,0.032,0.013,0.3935,0.048,0.2565,0.3706,0.4067,0.0997,0.0456,0,0,0,0,25,150,1,296,2018-05-21,-47 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180521-105702-711_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.492,winter wheat,BLA-4,1.23553,43.4916,2.05,2.1,2.05,2.08,1.97,1.98,1.73,2.76,2.73,2.76,2.27
34,POINT (353934.6029555879 4814860.192333617),2018-05-28,0.0405,0.0646,0.0919,0.1803,0.1182,0.1433,0.1687,0.2073,0.203,0.1283,0,0,0,0,23,144,1,262,2018-06-20,-23 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2A_20180620-105211-086_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter oilseedrape,BRA-70,1.19409,43.4724,2.02,2.01,2.02,2.01,2.08,2.03,1.77,2.54,2.33,2.54,2.07
69,POINT (358991.0302207536 4813264.657424471),2018-06-20,0.0668,0.1073,0.1393,0.3031,0.1879,0.259,0.2849,0.3267,0.3232,0.2033,0,0,0,0,23,144,2,293,2018-06-25,-5 days,/work/CESBIO/projects/MAESTRIA/prosail_validation/validation_sites/T31TCJ/SENTINEL2B_20180625-105253-379_L2A_T31TCJ_C_V2-2_roi_0.tif,DHP,V6.495,winter barley,PAV-18-3-B,1.25699,43.45901,0.29,0.39,0.29,0.28,0.66,0.48,0.4,0.33,0.44,0.33,0.29
